AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
YAK,Yakutat Airport,Alaska,59.503299713100006,-139.660003662,2019,715,84.48,2.94,-6.24,205.51
LBL,Liberal Mid-America Regional Airport,Kansas,37.0442009,-100.95999909999999,2019,619,81.1,2.91,11.92,246.16
BET,Bethel Airport,Alaska,60.779800419999994,-161.8379974,2019,826,81.96,2.91,0.91,399.0
GRB,Austin Straubel International Airport,Wisconsin,44.48509979248047,-88.12960052490234,2019,5165,79.98,2.9,10.4,296.13
LGA,La Guardia Airport,New York,40.77719879,-73.87259673999999,2019,171253,73.31,2.89,14.96,711.07
BRW,Wiley Post Will Rogers Memorial Airport,Alaska,71.285402,-156.766008,2019,728,90.25,2.88,-7.17,613.7
LBE,Arnold Palmer Regional Airport,Pennsylvania,40.27590178999999,-79.40480041999999,2019,1119,85.25,2.86,3.83,781.1
CID,The Eastern Iowa Airport,Iowa,41.88470077514648,-91.71080017089844,2019,9463,77.78,2.86,13.04,512.71
PIB,Hattiesburg Laurel Regional Airport,Mississippi,31.467100143432617,-89.33709716796875,2019,706,79.89,2.83,13.52,257.71
BMI,Central Illinois Regional Airport at Bloomington-Normal,Illinois,40.47710037,-88.91590118,2019,3070,79.84,2.83,8.81,497.16
CLL,Easterwood Field,Texas,30.58860016,-96.36380005000001,2019,2267,85.44,2.82,4.03,129.09
ROC,Greater Rochester International Airport,New York,43.118900299072266,-77.67240142822266,2019,14552,79.6,2.81,11.47,432.64
MLI,Quad City International Airport,Illinois,41.44850158691406,-90.50749969482422,2019,4825,78.18,2.8,11.9,473.1
RDM,Roberts Field,Oregon,44.25410080000001,-121.15000149999999,2019,3979,78.44,2.79,15.93,664.52
LFT,Lafayette Regional Airport,Louisiana,30.20529938,-91.98760223,2019,5219,77.83,2.78,9.19,349.34
GGG,East Texas Regional Airport,Texas,32.38399887084961,-94.71150207519533,2019,938,85.71,2.77,2.96,140.0
MBS,MBS International Airport,Michigan,43.532901763916016,-84.07959747314453,2019,2565,85.11,2.77,7.52,188.05
HPN,Westchester County Airport,New York,41.06700134277344,-73.70760345458984,2019,11571,75.4,2.77,17.43,734.25
FLG,Flagstaff Pulliam Airport,Arizona,35.138500210000004,-111.6709976,2019,1990,87.09,2.76,5.41,322.09
ORF,Norfolk International Airport,Virginia,36.89459991455078,-76.20120239257812,2019,24688,79.99,2.74,11.56,473.41
SYR,Syracuse Hancock International Airport,New York,43.11119842529297,-76.1063003540039,2019,14119,80.47,2.73,10.33,525.93
FNT,Bishop International Airport,Michigan,42.96540069580078,-83.74359893798828,2019,3481,80.55,2.73,8.85,527.24
LAN,Capital City Airport,Michigan,42.77870178222656,-84.58740234375,2019,3281,79.03,2.71,12.87,191.25
CKB,North Central West Virginia Airport,West Virginia,39.296600341799994,-80.2281036377,2019,854,75.41,2.69,21.27,360.03
EWR,Newark Liberty International Airport,New Jersey,40.692501068115234,-74.168701171875,2019,135696,71.18,2.66,18.33,1087.62
CAK,Akron Canton Regional Airport,Ohio,40.91609954833984,-81.44219970703125,2019,6289,78.61,2.66,14.19,470.66
BUF,Buffalo Niagara International Airport,New York,42.94049835,-78.73220062,2019,24815,81.31,2.65,10.22,577.11
GRI,Central Nebraska Regional Airport,Nebraska,40.96749877929688,-98.30960083007812,2019,1137,77.92,2.64,14.11,642.65
MAF,Midland International Airport,Texas,31.9424991607666,-102.2020034790039,2019,9592,83.03,2.63,7.94,414.93
GRK,Robert Gray  Army Air Field Airport,Texas,31.067199706999997,-97.82890319819998,2019,3393,81.82,2.62,9.14,143.15
ICT,Wichita Eisenhower National Airport,Kansas,37.64989899999999,-97.433098,2019,10622,80.21,2.62,11.11,543.0
PIA,General Wayne A. Downing Peoria International Airport,Illinois,40.664199829100006,-89.6932983398,2019,4662,80.22,2.62,11.63,550.67
DFW,Dallas Fort Worth International Airport,Texas,32.896801,-97.03800200000003,2019,303540,75.17,2.6,13.04,778.15
PWM,Portland International Jetport Airport,Maine,43.64619826999999,-70.30930328,2019,11133,78.59,2.59,12.58,534.4
LCH,Lake Charles Regional Airport,Louisiana,30.126100540161133,-93.22329711914062,2019,1969,82.88,2.59,4.84,212.32
JAN,Jackson-Medgar Wiley Evers International Airport,Mississippi,32.3111991882,-90.0758972168,2019,8179,79.68,2.58,11.14,434.17
GRR,Gerald R. Ford International Airport,Michigan,42.88079834,-85.52279663,2019,19146,79.16,2.58,10.74,551.74
MFE,Mc Allen Miller International Airport,Texas,26.175800320000004,-98.23860168000002,2019,5584,80.91,2.53,7.96,470.18
BRO,Brownsville South Padre Island International Airport,Texas,25.90679931640625,-97.4259033203125,2019,2697,83.43,2.52,6.56,397.8
BTV,Burlington International Airport,Vermont,44.471900939899996,-73.15329742429999,2019,9609,76.76,2.51,15.61,487.45
TTN,Trenton Mercer Airport,New Jersey,40.27669906616211,-74.8134994506836,2019,3006,73.55,2.5,16.02,795.8
GPT,Gulfport Biloxi International Airport,Mississippi,30.40730094909668,-89.07009887695312,2019,4561,81.39,2.48,8.12,430.42
DCA,Ronald Reagan Washington National Airport,Virginia,38.8521,-77.037697,2019,139048,78.49,2.47,10.67,638.06
CRW,Yeager Airport,West Virginia,38.37310028076172,-81.59320068359375,2019,4490,78.33,2.47,16.2,321.15
BWI,Baltimore/Washington International Thurgood Marshall Airport,Maryland,39.175399999999996,-76.668297,2019,104451,80.0,2.46,11.01,801.58
HDN,Yampa Valley Airport,Colorado,40.48120117,-107.2180023,2019,1081,72.71,2.41,17.6,782.09
ABR,Aberdeen Regional Airport,South Dakota,45.449100494384766,-98.42179870605467,2019,748,84.09,2.41,16.57,257.0
MTJ,Montrose Regional Airport,Colorado,38.509799957300004,-107.893997192,2019,1833,78.67,2.4,12.32,658.56
SHV,Shreveport Regional Airport,Louisiana,32.446602,-93.8256,2019,7079,77.48,2.4,10.61,410.28
HRL,Valley International Airport,Texas,26.228500366210938,-97.65440368652344,2019,4476,82.28,2.37,8.27,379.4
PSG,Petersburg James A Johnson Airport,Alaska,56.801700589999996,-132.9450073,2019,718,82.73,2.37,-1.89,76.87
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2019,674,81.6,2.37,18.0,365.1
ATW,Appleton International Airport,Wisconsin,44.2580986023,-88.5190963745,2019,4330,79.08,2.36,11.36,436.83
MSN,Dane County Regional Truax Field,Wisconsin,43.13990020751953,-89.3375015258789,2019,14022,80.12,2.35,11.22,577.63
DAY,James M Cox Dayton International Airport,Ohio,39.90240097045898,-84.21939849853516,2019,13787,80.08,2.31,9.44,470.92
ALB,Albany International Airport,New York,42.74829864501953,-73.80169677734375,2019,12536,80.7,2.31,10.55,701.04
SBP,San Luis County Regional Airport,California,35.2368011475,-120.641998291,2019,5264,77.47,2.3,15.13,452.85
PVD,Theodore Francis Green State Airport,Rhode Island,41.732600999999995,-71.42040299999998,2019,18104,81.68,2.3,10.34,656.3
MOB,Mobile Regional Airport,Alabama,30.691200256348004,-88.242797851562,2019,5413,80.73,2.29,11.3,400.7
GSO,Piedmont Triad International Airport,North Carolina,36.097801208496094,-79.93730163574219,2019,14608,81.39,2.29,9.89,388.33
BTR,Baton Rouge Metropolitan Airport,Louisiana,30.533198999999996,-91.14959699999999,2019,7682,80.63,2.29,8.15,401.45
MHT,Manchester-Boston Regional Airport,New Hampshire,42.932598,-71.435699,2019,8116,84.17,2.27,6.34,617.65
SBA,Santa Barbara Municipal Airport,California,34.42620087,-119.8399963,2019,7351,80.78,2.27,11.56,527.85
SAF,Santa Fe Municipal Airport,New Mexico,35.617099762,-106.08899688700001,2019,1791,80.96,2.23,9.93,502.19
STL,St Louis Lambert International Airport,Missouri,38.74869700000001,-90.370003,2019,68225,79.11,2.23,11.79,741.13
MYR,Myrtle Beach International Airport,South Carolina,33.6796989441,-78.9282989502,2019,11766,80.44,2.23,10.81,443.77
COD,Yellowstone Regional Airport,Wyoming,44.520198822,-109.02400207500001,2019,451,85.37,2.22,5.95,365.43
AVP,Wilkes Barre Scranton International Airport,Pennsylvania,41.3385009766,-75.72339630130001,2019,3573,83.26,2.21,9.22,534.33
CLE,Cleveland Hopkins International Airport,Ohio,41.411701202399996,-81.8498001099,2019,49486,81.26,2.2,10.31,657.61
ORH,Worcester Regional Airport,Massachusetts,42.26729965209961,-71.87570190429688,2019,1235,74.09,2.19,20.46,789.27
COS,City of Colorado Springs Municipal Airport,Colorado,38.805800999999995,-104.70099599999999,2019,10056,77.46,2.16,14.74,574.3
HHH,Hilton Head Airport,South Carolina,32.2243995667,-80.6975021362,2019,2228,78.28,2.15,13.38,283.51
SFO,San Francisco International Airport,California,37.61899948120117,-122.375,2019,170398,76.93,2.14,13.56,1208.03
BHM,Birmingham-Shuttlesworth International Airport,Alabama,33.56290054,-86.75350189000001,2019,19419,80.47,2.14,10.94,525.67
MKE,General Mitchell International Airport,Wisconsin,42.94720077514648,-87.89659881591797,2019,30813,81.67,2.14,8.93,766.46
FSM,Fort Smith Regional Airport,Arkansas,35.33660125732422,-94.36740112304688,2019,2161,81.49,2.13,10.09,335.65
ILM,Wilmington International Airport,North Carolina,34.270599365234375,-77.90260314941406,2019,6854,82.94,2.1,10.28,355.73
HSV,Huntsville International Carl T Jones Field,Alabama,34.637199401855,-86.775100708008,2019,9680,82.58,2.1,8.49,440.83
XNA,Northwest Arkansas Regional Airport,Arkansas,36.281898,-94.30680099999998,2019,14091,78.65,2.09,11.04,603.62
PHL,Philadelphia International Airport,Pennsylvania,39.87189865112305,-75.24109649658203,2019,118844,78.49,2.09,10.33,860.1
CHS,Charleston Air Force Base-International Airport,South Carolina,32.89860153,-80.04049683,2019,25658,82.45,2.08,9.26,562.7
BOS,General Edward Lawrence Logan International Airport,Massachusetts,42.36429977,-71.00520324999998,2019,150113,77.02,2.06,14.04,988.34
MCI,Kansas City International Airport,Missouri,39.29760000000001,-94.71389799999999,2019,54772,82.63,2.05,8.24,780.57
MRY,Monterey Peninsula Airport,California,36.58700180053711,-121.84300231933594,2019,4288,82.79,2.05,8.61,442.55
MFR,Rogue Valley International Medford Airport,Oregon,42.37419891357422,-122.8730010986328,2019,4062,79.32,2.04,16.14,577.23
BRD,Brainerd Lakes Regional Airport,Minnesota,46.39830017,-94.13809967,2019,636,84.59,2.04,7.91,114.0
SJT,San Angelo Regional Mathis Field,Texas,31.35770034790039,-100.49600219726562,2019,1880,85.21,2.02,3.65,229.0
SAV,Savannah Hilton Head International Airport,Georgia,32.12760162,-81.20210266,2019,17584,80.83,2.01,11.79,527.97
HOB,Lea County Regional Airport,New Mexico,32.6875,-103.21700289999998,2019,745,82.82,2.01,9.85,501.0
EVV,Evansville Regional Airport,Indiana,38.0369987488,-87.5324020386,2019,4023,80.29,1.99,9.79,402.19
OKC,Will Rogers World Airport,Oklahoma,35.39310073852539,-97.60070037841795,2019,24058,81.4,1.97,9.98,629.63
SGF,Springfield Branson National Airport,Missouri,37.24570084,-93.38860321,2019,8594,76.9,1.97,13.19,539.53
GSP,Greenville Spartanburg International Airport,South Carolina,34.8956985474,-82.21890258789999,2019,15980,81.19,1.97,11.65,403.08
OAK,Metropolitan Oakland International Airport,California,37.72129799999999,-122.22100100000002,2019,53004,81.63,1.97,9.28,785.11
EWN,Coastal Carolina Regional Airport,North Carolina,35.073001861600005,-77.04290008539999,2019,2354,85.47,1.95,8.03,285.12
WRG,Wrangell Airport,Alaska,56.48429871,-132.3699951,2019,719,85.81,1.95,-2.56,56.46
DSM,Des Moines International Airport,Iowa,41.53400039672852,-93.66310119628906,2019,16919,81.93,1.95,8.41,637.33
GFK,Grand Forks International Airport,North Dakota,47.949299,-97.176102,2019,2109,84.31,1.94,9.66,389.75
EUG,Mahlon Sweet Field,Oregon,44.12459945678711,-123.21199798583984,2019,5206,81.46,1.94,9.8,727.31
DEN,Denver International Airport,Colorado,39.86169815063498,-104.67299652099997,2019,251328,76.35,1.93,13.54,899.99
MEM,Memphis International Airport,Tennessee,35.04240036010742,-89.97669982910156,2019,25727,81.3,1.92,9.69,620.49
PAE,Snohomish County (Paine Field) Airport,Washington,47.90629959,-122.28199770000002,2019,1622,78.42,1.91,10.87,819.74
OMA,Eppley Airfield,Nebraska,41.3032,-95.89409600000002,2019,25881,81.6,1.9,9.02,731.09
AVL,Asheville Regional Airport,North Carolina,35.43619918823242,-82.54180145263672,2019,9535,79.76,1.89,11.07,346.81
SCE,University Park Airport,Pennsylvania,40.8493003845,-77.84870147710001,2019,1798,80.7,1.89,13.43,410.36
BDL,Bradley International Airport,Connecticut,41.9388999939,-72.68319702149999,2019,28621,82.51,1.89,8.56,810.7
IND,Indianapolis International Airport,Indiana,39.717299999999994,-86.29440299999999,2019,48994,81.89,1.87,9.21,710.69
LRD,Laredo International Airport,Texas,27.5438003540039,-99.46160125732422,2019,2671,81.28,1.87,8.15,389.95
RHI,Rhinelander Oneida County Airport,Wisconsin,45.63119888305664,-89.46749877929688,2019,805,84.1,1.86,11.52,190.0
LNK,Lincoln Airport,Nebraska,40.85100173950195,-96.75920104980467,2019,2205,80.45,1.86,13.48,438.86
MSY,Louis Armstrong New Orleans International Airport,Louisiana,29.99340057373047,-90.25800323486328,2019,58010,80.07,1.86,10.84,804.64
SCC,Deadhorse Airport,Alaska,70.19470215,-148.4649963,2019,971,91.35,1.85,-7.78,317.43
SJC,Norman Y. Mineta San Jose International Airport,California,37.362598,-121.929001,2019,62841,84.73,1.85,5.89,788.44
CMH,John Glenn Columbus International Airport,Ohio,39.998001,-82.89189899999998,2019,47779,82.2,1.85,8.51,627.86
PBG,Plattsburgh International Airport,New York,44.6509017944336,-73.46810150146484,2019,1356,77.88,1.84,14.83,879.9
MLU,Monroe Regional Airport,Louisiana,32.51089859008789,-92.0376968383789,2019,2933,82.1,1.84,11.53,355.98
PHF,Newport News Williamsburg International Airport,Virginia,37.13190079,-76.49299622,2019,2507,85.48,1.83,8.97,372.01
MDT,Harrisburg International Airport,Pennsylvania,40.1935005188,-76.7633972168,2019,6279,79.77,1.83,11.57,603.96
PNS,Pensacola Regional Airport,Florida,30.473400115967,-87.186599731445,2019,12560,82.82,1.82,8.52,522.58
BIS,Bismarck Municipal Airport,North Dakota,46.77270126342773,-100.74600219726562,2019,4240,81.7,1.82,10.85,599.98
PIT,Pittsburgh International Airport,Pennsylvania,40.49150085,-80.23290253,2019,50299,82.33,1.81,8.51,642.86
LEX,Blue Grass Airport,Kentucky,38.0364990234375,-84.60590362548828,2019,9133,81.53,1.8,9.78,425.83
SBN,South Bend Regional Airport,Indiana,41.70869827270508,-86.31729888916016,2019,6958,80.04,1.8,13.83,472.39
RIC,Richmond International Airport,Virginia,37.50519943237305,-77.3197021484375,2019,24746,80.43,1.79,10.25,537.61
AEX,Alexandria International Airport,Louisiana,31.32740020751953,-92.54979705810548,2019,3264,78.98,1.78,6.82,347.83
IAG,Niagara Falls International Airport,New York,43.1072998046875,-78.94619750976562,2019,845,78.46,1.78,8.8,1008.15
TUL,Tulsa International Airport,Oklahoma,36.19839859008789,-95.88809967041016,2019,17049,83.06,1.78,8.34,518.55
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869826999999,-75.97979736,2019,958,83.09,1.77,16.16,378.0
LYH,Lynchburg Regional Preston Glenn Field,Virginia,37.326698303222656,-79.20040130615234,2019,915,89.84,1.75,2.27,175.0
BFL,Meadows Field,California,35.43360138,-119.05699919999999,2019,2461,86.55,1.75,6.55,626.62
PSP,Palm Springs International Airport,California,33.8297004699707,-116.50700378417967,2019,12173,81.34,1.74,10.49,751.14
ISP,Long Island Mac Arthur Airport,New York,40.79520035,-73.10019684,2019,5546,82.83,1.73,9.73,790.88
TLH,Tallahassee Regional Airport,Florida,30.396499633789062,-84.35030364990234,2019,6556,85.16,1.72,5.59,399.81
SDF,Louisville International Standiford Field,Kentucky,38.174400000000006,-85.736,2019,24270,81.66,1.72,9.71,570.8
FWA,Fort Wayne International Airport,Indiana,40.97850037,-85.19509888000002,2019,7050,80.57,1.7,12.84,416.51
RDU,Raleigh Durham International Airport,North Carolina,35.87760162353516,-78.7874984741211,2019,64017,79.94,1.69,12.25,638.31
ABI,Abilene Regional Airport,Texas,32.4113006592,-99.6819000244,2019,2269,81.14,1.67,9.37,158.0
JAX,Jacksonville International Airport,Florida,30.49410057067871,-81.68789672851562,2019,33839,83.1,1.67,9.2,641.34
BNA,Nashville International Airport,Tennessee,36.1245002746582,-86.6781997680664,2019,82443,80.9,1.66,11.02,703.8
ROW,Roswell International Air Center Airport,New Mexico,33.30160140991211,-104.53099822998048,2019,1384,87.36,1.66,3.85,434.48
MCO,Orlando International Airport,Florida,28.429399490356445,-81.30899810791016,2019,142758,78.12,1.66,13.68,969.76
JNU,Juneau International Airport,Alaska,58.35499954223633,-134.5760040283203,2019,4490,84.81,1.65,-0.47,509.36
CHA,Lovell Field,Tennessee,35.035301208496094,-85.20379638671875,2019,8914,83.28,1.64,10.3,318.7
SAN,San Diego International Airport,California,32.7336006165,-117.19000244100002,2019,93262,83.08,1.64,8.06,1008.46
CVG,Cincinnati Northern Kentucky International Airport,Kentucky,39.0488014221,-84.66780090329999,2019,48135,80.01,1.64,11.29,647.58
AKN,King Salmon Airport,Alaska,58.67679977,-156.64900210000002,2019,61,95.08,1.64,-3.67,288.0
DAB,Daytona Beach International Airport,Florida,29.179899,-81.058098,2019,3306,86.3,1.63,5.52,396.73
PRC,Ernest A. Love Field,Arizona,34.654499050000005,-112.41999820000001,2019,736,73.23,1.63,13.96,451.5
LIT,Bill & Hillary Clinton National Airport/Adams Field,Arkansas,34.72940063479999,-92.22429656979999,2019,14225,81.12,1.63,8.8,497.35
JFK,John F Kennedy International Airport,New York,40.63980103,-73.77890015,2019,126795,79.11,1.61,12.61,1260.7
TYS,McGhee Tyson Airport,Tennessee,35.81100082,-83.9940033,2019,17987,81.23,1.57,9.6,493.7
FAY,Fayetteville Regional Grannis Field,North Carolina,34.9911994934082,-78.88030242919922,2019,3695,82.11,1.57,10.78,215.77
VPS,Destin-Ft Walton Beach Airport,Florida,30.483199999999997,-86.52539799999998,2019,8769,82.15,1.56,8.55,502.28
ACY,Atlantic City International Airport,New Jersey,39.45759963989258,-74.57720184326172,2019,3106,86.67,1.55,3.77,863.36
HTS,Tri-State/Milton J. Ferguson Field,West Virginia,38.36669922,-82.55799866,2019,710,75.49,1.55,17.8,539.51
CLT,Charlotte Douglas International Airport,North Carolina,35.2140007019043,-80.94309997558594,2019,234966,78.82,1.55,10.69,559.35
MOT,Minot International Airport,North Dakota,48.2593994140625,-101.27999877929688,2019,2280,84.43,1.54,10.95,562.16
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2019,25963,79.09,1.53,13.5,924.16
ABE,Lehigh Valley International Airport,Pennsylvania,40.652099609375,-75.44080352783203,2019,5000,80.6,1.52,10.52,629.45
RNO,Reno Tahoe International Airport,Nevada,39.49909973144531,-119.76799774169922,2019,19994,84.43,1.5,7.79,564.64
ELM,Elmira Corning Regional Airport,New York,42.1599006652832,-76.8916015625,2019,603,86.24,1.49,7.54,684.24
JAC,Jackson Hole Airport,Wyoming,43.6072998046875,-110.73799896240234,2019,4572,75.94,1.49,16.89,700.81
ELP,El Paso International Airport,Texas,31.80719948000001,-106.37799840000001,2019,17000,84.18,1.49,8.6,625.71
ONT,Ontario International Airport,California,34.055999755859375,-117.60099792480467,2019,22574,84.5,1.47,7.63,636.76
XWA,XWA,North Dakota,,,2019,207,74.4,1.45,32.6,559.58
MVY,Martha's Vineyard Airport,Massachusetts,41.3931007385,-70.61430358890001,2019,552,74.28,1.45,17.31,197.22
IAH,George Bush Intercontinental Houston Airport,Texas,29.984399795532227,-95.34140014648438,2019,179181,78.16,1.44,12.5,826.37
IAD,Washington Dulles International Airport,Virginia,38.94449997,-77.45580292,2019,69088,80.67,1.43,11.75,907.17
SAT,San Antonio International Airport,Texas,29.533700942993164,-98.46980285644533,2019,40625,84.7,1.42,8.22,804.45
MLB,Melbourne International Airport,Florida,28.102800369262688,-80.64530181884766,2019,2613,86.91,1.42,6.12,474.96
SMF,Sacramento International Airport,California,38.69540023803711,-121.59100341796876,2019,51411,85.37,1.41,6.4,759.28
TUS,Tucson International Airport,Arizona,32.1161003112793,-110.94100189208984,2019,19265,85.14,1.41,7.86,689.38
PSC,Tri Cities Airport,Washington,46.26470184326172,-119.11900329589844,2019,2992,83.59,1.4,9.81,787.27
AUS,Austin Bergstrom International Airport,Texas,30.194499969482425,-97.6698989868164,2019,66670,82.25,1.39,10.35,926.07
